career,skills,source
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum | hyperledger | corda basics | smart contract implementation | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | solidity | smart contracts | cryptography | dapps | corda,job_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | smart contract testing | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Data Analyst,tensorflow | python | computer vision | data analysis,global_ai_jobs_dataset
Data Analyst,sql | machine learning | python | computer vision,global_ai_jobs_dataset
AI Product Manager,data analysis | nlp | machine learning | sql,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | statistics | nlp | python,global_ai_jobs_dataset
NLP Engineer,sql | nlp | deep learning | statistics,global_ai_jobs_dataset
AI Researcher,tensorflow | sql | pytorch | machine learning,global_ai_jobs_dataset
MLOps Engineer,data analysis | sql | deep learning | tensorflow,global_ai_jobs_dataset
AI Product Manager,data analysis | tensorflow | statistics | python,global_ai_jobs_dataset
Data Analyst,data analysis | statistics | computer vision | machine learning,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | python basics | git | mysql basics | rest apis | json | responsive design | vue.js | node.js | python | mysql,job_dataset
Java Developer,advanced java | spring boot | hibernate | rest apis | sql | java developer,job_dataset
AI Product Manager,sql | deep learning | data analysis | python,global_ai_jobs_dataset
Data Analyst,statistics | sql | pytorch | data analysis,global_ai_jobs_dataset
Java Developer,junit | mockito | selenium | debugging | agile | java,job_dataset
Data Analyst,computer vision | statistics | deep learning | pytorch,global_ai_jobs_dataset
AI Product Manager,tensorflow | pytorch | data analysis | machine learning,global_ai_jobs_dataset
Game Developer,c++ basics | c# basics | python basics | java basics | unity basics | unreal engine basics | game mechanics fundamentals | physics basics | animation basics | directx | opengl basics | git basics | debugging basics | communication | teamwork | creativity | adaptability | c++ | c# | unity | unreal engine | game design | game mechanics | graphics programming | git | debugging,job_dataset
Data Analyst,machine learning | statistics | python | computer vision,global_ai_jobs_dataset
AI Researcher,deep learning | machine learning | data analysis | statistics,global_ai_jobs_dataset
AI Engineer,machine learning | data analysis | pytorch | computer vision,global_ai_jobs_dataset
AI Product Manager,data analysis | python | sql | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,python | nlp | statistics | data analysis,global_ai_jobs_dataset
MLOps Engineer,sql | data analysis | statistics | tensorflow,global_ai_jobs_dataset
Prompt Engineer,computer vision | statistics | machine learning | deep learning,global_ai_jobs_dataset
Site Reliability Engineer,python basics | bash scripting basics | linux fundamentals | windows os basics | cloud fundamentals (aws | azure | gcp) | docker basics | kubernetes introduction | monitoring basics (prometheus | grafana | nagios) | tcp | ip networking basics | basic ci | cd concepts | problem-solving | collaboration | communication | python | bash | linux | docker | kubernetes | aws | ci | cd | prometheus | monitoring | networking,job_dataset
Data Scientist,nlp | statistics | deep learning | machine learning,global_ai_jobs_dataset
Data Analyst,pytorch | deep learning | computer vision | python,global_ai_jobs_dataset
Data Scientist,tensorflow | pytorch | machine learning | sql,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | git | mysql basics | rest apis | responsive design | vue.js | node.js | mysql,job_dataset
MLOps Engineer,machine learning | sql | data analysis | statistics,global_ai_jobs_dataset
AI Engineer,python | nlp | machine learning | deep learning,global_ai_jobs_dataset
Java Developer,spring boot | hibernate | kafka | microservices | jpa | java,job_dataset
AI Researcher,nlp | python | data analysis | tensorflow,global_ai_jobs_dataset
Prompt Engineer,computer vision | python | pytorch | sql,global_ai_jobs_dataset
AI Engineer,deep learning | sql | machine learning | statistics,global_ai_jobs_dataset
Prompt Engineer,pytorch | sql | data analysis | machine learning,global_ai_jobs_dataset
Data Analyst,machine learning | tensorflow | statistics | computer vision,global_ai_jobs_dataset
AI Researcher,computer vision | data analysis | deep learning | sql,global_ai_jobs_dataset
Prompt Engineer,computer vision | sql | statistics | deep learning,global_ai_jobs_dataset
Data Analyst,tensorflow | python | nlp | pytorch,global_ai_jobs_dataset
Data Analyst,computer vision | tensorflow | nlp | sql,global_ai_jobs_dataset
Data Analyst,data analysis | sql | machine learning | computer vision,global_ai_jobs_dataset
MLOps Engineer,sql | python | computer vision | tensorflow,global_ai_jobs_dataset
AI Product Manager,tensorflow | python | data analysis | sql,global_ai_jobs_dataset
Data Analyst,deep learning | data analysis | pytorch | tensorflow,global_ai_jobs_dataset
AI Product Manager,computer vision | data analysis | deep learning | python,global_ai_jobs_dataset
Data Engineer,java | python | sql | kafka | airflow | gcp bigquery | mongodb | data partitioning | bigquery,job_dataset
Data Analyst,computer vision | nlp | deep learning | tensorflow,global_ai_jobs_dataset
Machine Learning Engineer,sql | computer vision | nlp | deep learning,global_ai_jobs_dataset
Data Engineer,python | scala basics | mysql | mongodb | airflow basics | linux | spark fundamentals | data modeling basics | etl | sql | airflow | data cleaning | spark basics,job_dataset
NLP Engineer,data analysis | python | statistics | machine learning,global_ai_jobs_dataset
NLP Engineer,sql | computer vision | tensorflow | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | tensorflow | deep learning | python,global_ai_jobs_dataset
AI Researcher,pytorch | machine learning | nlp | tensorflow,global_ai_jobs_dataset
NLP Engineer,computer vision | statistics | data analysis | sql,global_ai_jobs_dataset
.NET Developer,c# | asp.net core | microservices | kubernetes | entity framework | azure | solid principles | .net core | solid,job_dataset
Prompt Engineer,computer vision | data analysis | sql | tensorflow,global_ai_jobs_dataset
MLOps Engineer,python | statistics | pytorch | data analysis,global_ai_jobs_dataset
NLP Engineer,computer vision | python | machine learning | tensorflow,global_ai_jobs_dataset
Machine Learning Engineer,python | nlp | pytorch | machine learning,global_ai_jobs_dataset
NLP Engineer,nlp | machine learning | sql | deep learning,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced ai | gameplay systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | cross-platform development | testing | debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
NLP Engineer,nlp | python | tensorflow | computer vision,global_ai_jobs_dataset
NLP Engineer,pytorch | machine learning | tensorflow | data analysis,global_ai_jobs_dataset
Data Analyst,statistics | nlp | sql | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | statistics | pytorch | data analysis,global_ai_jobs_dataset
AI Product Manager,nlp | sql | tensorflow | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,sql | computer vision | pytorch | machine learning,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | corda basics | smart contract development | cryptography basics | dapps basics | git | truffle | remix ide | problem-solving | communication | collaboration | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Data Analyst,sql | pytorch | machine learning | python,global_ai_jobs_dataset
Data Scientist,nlp | statistics | pytorch | machine learning,global_ai_jobs_dataset
Data Engineer,python | scala basics | postgresql | mongodb | airflow fundamentals | spark basics | aws beginner | sql | etl | airflow | aws,job_dataset
AI Product Manager,nlp | deep learning | tensorflow | statistics,global_ai_jobs_dataset
Data Scientist,data analysis | pytorch | nlp | deep learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation strategies | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
AI Engineer,deep learning | python | tensorflow | data analysis,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | deep learning | tensorflow | sql,global_ai_jobs_dataset
AI Product Manager,computer vision | machine learning | pytorch | nlp,global_ai_jobs_dataset
.NET Developer,c# | .net | asp.net | sql | rest api | entity framework | azure | git | microservices | docker | linq | wpf | blazor | signalr | unit testing | dependency injection | design patterns | ci | cd | kubernetes | grpc,it_jobs_required_skills
Prompt Engineer,tensorflow | data analysis | deep learning | statistics,global_ai_jobs_dataset
AI Product Manager,python | computer vision | tensorflow | statistics,global_ai_jobs_dataset
AI Product Manager,sql | deep learning | nlp | computer vision,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum basics | hyperledger basics | corda basics | smart contracts basics | cryptography fundamentals | dapps fundamentals | git | truffle | remix ide | problem-solving | communication | teamwork | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
Prompt Engineer,statistics | computer vision | deep learning | nlp,global_ai_jobs_dataset
