Candidate_ID,Career,Skills,Education,Experience_Level,Experience_Years,Certification,RIASEC_Realistic,RIASEC_Investigative,RIASEC_Artistic,RIASEC_Social,RIASEC_Enterprising,RIASEC_Conventional
C0346,Signal Processing Engineer,"Image Processing, Radar/Sonar Signal Processing, Digital Signal Processing (DSP) Algorithms, TI C6000 DSP Chips, Audio/Speech Processing, Kalman Filtering, Spectral Analysis, MATLAB, Convolution and Correlation, Filter Design, Adaptive Filtering, FFT/Fourier Analysis",B.E. Electronics Engineering,Junior (1-3 yrs),1.8,Coursera DSP Specialization,2.6,5.0,2.39,2.05,1.57,3.3
C0347,Signal Processing Engineer,"Simulink, Convolution and Correlation, MATLAB, Statistical Signal Processing, FFT/Fourier Analysis, Filter Design, Digital Signal Processing (DSP) Algorithms, C/C++",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),1.6,None,2.89,5.0,2.32,1.62,1.77,3.29
C0348,Signal Processing Engineer,"Filter Design, FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms, Convolution and Correlation, TI C6000 DSP Chips, MATLAB, Simulink, Statistical Signal Processing",B.E. Electronics Engineering,Entry-level (0-1 yrs / Fresher),0.6,Coursera DSP Specialization,2.7,3.82,2.35,1.43,2.01,3.37
C0349,Signal Processing Engineer,"Audio/Speech Processing, TI C6000 DSP Chips, C/C++, Simulink, Statistical Signal Processing, Wavelet Transform, Filter Design, MATLAB, Adaptive Filtering, FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms",M.Tech Signal Processing,Senior (6-10 yrs),9.8,Coursera DSP Specialization,2.62,4.69,1.97,1.66,1.96,3.15
C0350,Signal Processing Engineer,"Adaptive Filtering, Python (NumPy/SciPy), Radar/Sonar Signal Processing, FFT/Fourier Analysis, Filter Design, Digital Signal Processing (DSP) Algorithms, Simulink, MATLAB, Statistical Signal Processing",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),1.5,Coursera DSP Specialization,1.69,3.84,1.8,1.03,2.61,3.09
C0351,Signal Processing Engineer,"Radar/Sonar Signal Processing, C/C++, FFT/Fourier Analysis, Audio/Speech Processing, Filter Design, Kalman Filtering, Signal Modulation Techniques, MATLAB, Simulink, Digital Signal Processing (DSP) Algorithms",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),1.0,Coursera DSP Specialization,2.36,5.0,2.03,1.04,2.36,3.34
C0352,Signal Processing Engineer,"Wavelet Transform, Image Processing, Statistical Signal Processing, MATLAB, Simulink, FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms, Signal Modulation Techniques, TI C6000 DSP Chips, Filter Design",M.S. Electrical Engineering,Entry-level (0-1 yrs / Fresher),0.2,MATLAB Certified Associate,2.45,4.73,2.84,1.9,2.72,3.15
C0353,Signal Processing Engineer,"Digital Signal Processing (DSP) Algorithms, Audio/Speech Processing, Sampling Theory, Filter Design, Image Processing, MATLAB, Spectral Analysis, Convolution and Correlation, FFT/Fourier Analysis",B.E./B.Tech Electronics and Communication Engineering,Junior (1-3 yrs),2.9,None,3.05,4.79,2.45,1.0,2.01,3.36
C0354,Signal Processing Engineer,"Signal Modulation Techniques, MATLAB, C/C++, FFT/Fourier Analysis, Digital Signal Processing (DSP) Algorithms, Spectral Analysis, Statistical Signal Processing, Kalman Filtering, Python (NumPy/SciPy), Filter Design, Image Processing",M.S. Electrical Engineering,Senior (6-10 yrs),7.5,None,2.16,4.67,1.94,1.0,2.3,2.56
C0355,Signal Processing Engineer,"MATLAB, FFT/Fourier Analysis, Filter Design, Image Processing, Digital Signal Processing (DSP) Algorithms, Spectral Analysis, Adaptive Filtering, Kalman Filtering",B.E. Electronics Engineering,Mid-level (3-6 yrs),4.4,None,2.18,4.33,1.68,2.15,2.3,4.04
C0356,Signal Processing Engineer,"MATLAB, Digital Signal Processing (DSP) Algorithms, FFT/Fourier Analysis, Wavelet Transform, C/C++, Convolution and Correlation, Filter Design, Spectral Analysis",B.E. Electronics Engineering,Senior (6-10 yrs),7.2,Coursera DSP Specialization,2.51,4.56,2.35,1.41,1.76,3.09
C0357,Signal Processing Engineer,"FFT/Fourier Analysis, Audio/Speech Processing, C/C++, Python (NumPy/SciPy), Digital Signal Processing (DSP) Algorithms, Convolution and Correlation, Filter Design, Spectral Analysis, MATLAB, Kalman Filtering, Radar/Sonar Signal Processing",M.S. Electrical Engineering,Entry-level (0-1 yrs / Fresher),0.7,None,2.57,4.94,1.87,1.32,1.21,2.61
C0358,Signal Processing Engineer,"FFT/Fourier Analysis, Spectral Analysis, Filter Design, Digital Signal Processing (DSP) Algorithms, MATLAB, Wavelet Transform, Adaptive Filtering, Simulink, Kalman Filtering",B.E. Electronics Engineering,Mid-level (3-6 yrs),5.1,None,2.04,4.16,2.01,1.0,2.13,3.06
C0359,Signal Processing Engineer,"Audio/Speech Processing, Statistical Signal Processing, Image Processing, Kalman Filtering, Filter Design, TI C6000 DSP Chips, Python (NumPy/SciPy), Digital Signal Processing (DSP) Algorithms, Simulink, Signal Modulation Techniques, FFT/Fourier Analysis, MATLAB",B.E. Electronics Engineering,Junior (1-3 yrs),1.4,None,2.52,4.25,2.4,2.49,1.3,3.42
C0360,Signal Processing Engineer,"Digital Signal Processing (DSP) Algorithms, Signal Modulation Techniques, FFT/Fourier Analysis, MATLAB, TI C6000 DSP Chips, Wavelet Transform, Filter Design, C/C++, Statistical Signal Processing",B.E./B.Tech Electronics and Communication Engineering,Mid-level (3-6 yrs),3.3,Coursera DSP Specialization,2.54,4.86,1.61,1.37,1.91,3.04
